   2.0000000000000000e+00	   1.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	  -2.9934899999999999e+01	   7.7191100000000001e-01	   1.9060500000000001e-02	   7.3558900000000005e-01	   9.9976500000000001e-01	  -2.9934899999999999e+01	   7.7191100000000001e-01	   1.9060500000000001e-02	   7.3558900000000005e-01	   9.9976500000000001e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   1.0000000000000000e+00	   1.0000000000000000e+00	   2.6289100000000002e-07	   0.0000000000000000e+00	   2.3184699999999999e+01	  -2.9954899999999999e+01	   7.7175800000000006e-01	   1.9093300000000001e-02	   7.3521000000000003e-01	   9.9976299999999996e-01	  -2.9954899999999999e+01	   7.7175800000000006e-01	   1.9093300000000001e-02	   7.3521000000000003e-01	   9.9976299999999996e-01	   1.8647600000000001e-06	   0.0000000000000000e+00	   7.1824200000000005e-01	   1.9955700000000001e-01	   7.1824200000000005e-01	  -1.9955700000000001e-01	   8.7885300000000000e-01	   0.0000000000000000e+00	   9.7891499999999998e-01	   0.0000000000000000e+00	
   1.0000000000000000e+00	   1.0000000000000000e+00	   5.2628999999999998e-07	   0.0000000000000000e+00	   2.3158600000000000e+01	  -2.9974900000000002e+01	   7.7160399999999996e-01	   1.9126100000000000e-02	   7.3483100000000001e-01	   9.9976200000000004e-01	  -2.9974900000000002e+01	   7.7160399999999996e-01	   1.9126100000000000e-02	   7.3483100000000001e-01	   9.9976200000000004e-01	   1.8842600000000001e-06	   0.0000000000000000e+00	   7.1850700000000001e-01	   1.9986699999999999e-01	   7.1850700000000001e-01	  -1.9986699999999999e-01	   8.7892499999999996e-01	   0.0000000000000000e+00	   9.7894199999999998e-01	   0.0000000000000000e+00	
   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0546100000000001e-06	   0.0000000000000000e+00	   2.3106800000000000e+01	  -3.0014800000000001e+01	   7.7129700000000001e-01	   1.9192100000000000e-02	   7.3407199999999995e-01	   9.9975800000000004e-01	  -3.0014800000000001e+01	   7.7129700000000001e-01	   1.9192100000000000e-02	   7.3407199999999995e-01	   9.9975800000000004e-01	   1.9238300000000001e-06	   0.0000000000000000e+00	   7.1903899999999998e-01	   2.0048700000000000e-01	   7.1903899999999998e-01	  -2.0048700000000000e-01	   8.7907100000000005e-01	   0.0000000000000000e+00	   9.7899700000000001e-01	   0.0000000000000000e+00	
   1.0000000000000000e+00	   1.0000000000000000e+00	   2.1173699999999999e-06	   0.0000000000000000e+00	   2.3004400000000000e+01	  -3.0094799999999999e+01	   7.7068199999999998e-01	   1.9324800000000000e-02	   7.3254799999999998e-01	   9.9975199999999997e-01	  -3.0094799999999999e+01	   7.7068199999999998e-01	   1.9324800000000000e-02	   7.3254799999999998e-01	   9.9975199999999997e-01	   2.0053099999999999e-06	   0.0000000000000000e+00	   7.2011199999999997e-01	   2.0172599999999999e-01	   7.2011199999999997e-01	  -2.0172599999999999e-01	   8.7936300000000001e-01	   0.0000000000000000e+00	   9.7910500000000000e-01	   0.0000000000000000e+00	
   1.0000000000000000e+00	   1.0000000000000000e+00	   3.4573299999999999e-06	   0.0000000000000000e+00	   2.2878599999999999e+01	  -3.0194800000000001e+01	   7.6990999999999998e-01	   1.9492499999999999e-02	   7.3063400000000001e-01	   9.9974399999999997e-01	  -3.0194800000000001e+01	   7.6990999999999998e-01	   1.9492499999999999e-02	   7.3063400000000001e-01	   9.9974399999999997e-01	   2.1116499999999999e-06	   0.0000000000000000e+00	   7.2146900000000003e-01	   2.0327400000000001e-01	   7.2146900000000003e-01	  -2.0327400000000001e-01	   8.7972799999999995e-01	   0.0000000000000000e+00	   9.7924000000000000e-01	   0.0000000000000000e+00	
   1.0000000000000000e+00	   1.0000000000000000e+00	   4.8101300000000003e-06	   0.0000000000000000e+00	   2.2755299999999998e+01	  -3.0294799999999999e+01	   7.6913399999999998e-01	   1.9661999999999999e-02	   7.2871100000000000e-01	   9.9973500000000004e-01	  -3.0294799999999999e+01	   7.6913399999999998e-01	   1.9661999999999999e-02	   7.2871100000000000e-01	   9.9973500000000004e-01	   2.2232100000000000e-06	   0.0000000000000000e+00	   7.2284199999999998e-01	   2.0482300000000001e-01	   7.2284199999999998e-01	  -2.0482300000000001e-01	   8.8009300000000001e-01	   0.0000000000000000e+00	   9.7937200000000002e-01	   0.0000000000000000e+00	
   1.0000000000000000e+00	   1.0000000000000000e+00	   6.1758500000000003e-06	   0.0000000000000000e+00	   2.2634499999999999e+01	  -3.0394800000000000e+01	   7.6835600000000004e-01	   1.9833400000000001e-02	   7.2677700000000001e-01	   9.9972600000000000e-01	  -3.0394800000000000e+01	   7.6835600000000004e-01	   1.9833400000000001e-02	   7.2677700000000001e-01	   9.9972600000000000e-01	   2.3402000000000001e-06	   0.0000000000000000e+00	   7.2423300000000002e-01	   2.0637100000000000e-01	   7.2423300000000002e-01	  -2.0637100000000000e-01	   8.8045899999999999e-01	   0.0000000000000000e+00	   9.7950300000000001e-01	   0.0000000000000000e+00	
   1.0000000000000000e+00	   1.0000000000000000e+00	   7.5545500000000004e-06	   0.0000000000000000e+00	   2.2515999999999998e+01	  -3.0494700000000002e+01	   7.6757500000000001e-01	   2.0006699999999999e-02	   7.2483299999999995e-01	   9.9971699999999997e-01	  -3.0494700000000002e+01	   7.6757500000000001e-01	   2.0006699999999999e-02	   7.2483299999999995e-01	   9.9971699999999997e-01	   2.4628500000000001e-06	   0.0000000000000000e+00	   7.2564099999999998e-01	   2.0791799999999999e-01	   7.2564099999999998e-01	  -2.0791799999999999e-01	   8.8082499999999997e-01	   0.0000000000000000e+00	   9.7963299999999998e-01	   0.0000000000000000e+00	
   1.0000000000000000e+00	   1.0000000000000000e+00	   8.9462900000000004e-06	   0.0000000000000000e+00	   2.2399999999999999e+01	  -3.0594700000000000e+01	   7.6679100000000000e-01	   2.0181999999999999e-02	   7.2287800000000002e-01	   9.9970700000000001e-01	  -3.0594700000000000e+01	   7.6679100000000000e-01	   2.0181999999999999e-02	   7.2287800000000002e-01	   9.9970700000000001e-01	   2.5914200000000000e-06	   0.0000000000000000e+00	   7.2706700000000002e-01	   2.0946500000000001e-01	   7.2706700000000002e-01	  -2.0946500000000001e-01	   8.8119099999999995e-01	   0.0000000000000000e+00	   9.7976099999999999e-01	   0.0000000000000000e+00	
